"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.009725542E0,1.605301602E0,-1.970480100E0,9.057051994E-2,2.543223953E0
6.019751542E0,1.306249266E0,-1.914653808E0,9.223479831E-1,2.494576548E0
6.029776542E0,9.203523284E-1,-1.471744764E0,1.753605702E0,2.467430651E0
6.039802542E0,3.036242741E-1,-9.980668677E-1,2.529104372E0,2.735816898E0
6.049828542E0,-2.988219559E-1,-5.580562884E-1,3.225483198E0,3.287014336E0
6.059854542E0,-2.881952262E-1,-1.139670570E-1,3.712917620E0,3.725829066E0
6.069880542E0,-2.037052989E-2,2.035855772E-1,4.063800260E0,4.068947604E0
6.079905542E0,2.605133379E-1,4.394814062E-1,4.431649182E0,4.461000513E0
6.089931542E0,4.641648424E-1,5.652959454E-1,4.887071267E0,4.941505244E0
6.099957542E0,3.608907348E-1,5.547080997E-1,5.229982983E0,5.271685234E0
6.109983542E0,-3.446869308E-1,5.266625145E-1,4.862995357E0,4.903560576E0
6.120008542E0,-1.301811229E0,5.320666208E-1,4.282355733E0,4.507369298E0
6.130034542E0,-2.164732790E0,4.901086093E-1,3.849313865E0,4.443364911E0
6.140060542E0,-2.815588118E0,4.749639188E-1,3.532293035E0,4.542050337E0
6.150086542E0,-3.209301614E0,5.213025181E-1,3.236191204E0,4.587407402E0
6.160112542E0,-3.575946009E0,4.555042024E-1,2.848743585E0,4.594585286E0
6.170137542E0,-3.868571670E0,2.921874858E-1,2.316418189E0,4.518518952E0
6.180163542E0,-3.898380775E0,1.861413594E-2,1.868924489E0,4.323262414E0
6.190189542E0,-3.607398182E0,-8.687102314E-2,1.646478718E0,3.966328325E0
6.200215542E0,-3.097770068E0,4.157165676E-2,1.331035028E0,3.371878088E0
6.210241542E0,-3.266763956E0,-3.721509007E-1,8.689026779E-1,3.400769751E0
6.220266542E0,-3.400641221E0,-6.560836163E-1,6.497578061E-1,3.523775196E0
6.230292542E0,-3.142114767E0,-7.229403877E-1,5.356856453E-1,3.268407429E0
6.240318542E0,-2.712669522E0,-7.583533184E-1,2.917278215E-1,2.831745188E0
6.250344542E0,-2.270104294E0,-8.082108452E-1,-2.001516536E-2,2.409767392E0
6.260369542E0,-1.899651607E0,-8.036116447E-1,-2.501979724E-1,2.077755262E0
6.270395542E0,-1.514335299E0,-7.768658955E-1,-4.297750282E-1,1.755402686E0
6.280421542E0,-1.170362313E0,-7.390709554E-1,-5.968919599E-1,1.507399692E0
6.290447542E0,-8.386398286E-1,-5.673116999E-1,-7.989840120E-1,1.289780903E0
6.300473542E0,-5.972597498E-1,-3.168812276E-1,-1.005909519E0,1.212017690E0
6.310498542E0,-4.927998269E-1,-7.124258514E-2,-1.195255664E0,1.294821717E0
6.320524542E0,-5.000924742E-1,1.673853737E-1,-1.394974916E0,1.491330065E0
6.330550542E0,-4.937038064E-1,3.859745590E-1,-1.635498232E0,1.751449193E0
6.340576542E0,-4.184051174E-1,5.764647120E-1,-1.845749488E0,1.978425025E0
6.350601542E0,-2.992604971E-1,6.949439923E-1,-2.067062654E0,2.201193316E0
6.360627542E0,-1.883189356E-1,6.734090625E-1,-2.237304338E0,2.344029540E0
6.370653542E0,-3.229884982E-2,5.560487200E-1,-2.405874302E0,2.469506945E0
6.380679542E0,9.715675056E-2,4.319616676E-1,-2.552427161E0,2.590543327E0
6.390705542E0,3.077629334E-1,3.817124870E-1,-2.843486938E0,2.885453243E0
6.400730542E0,7.626271945E-1,4.496220861E-1,-3.145593275E0,3.267800072E0
6.410756542E0,1.328537682E0,6.128061440E-1,-3.257213114E0,3.570711556E0
6.420782542E0,1.637967657E0,8.481775144E-1,-3.309350397E0,3.788686209E0
6.430808542E0,1.836106406E0,1.227767352E0,-3.414404397E0,4.066553429E0
6.440834542E0,1.957722645E0,1.599708009E0,-3.562232534E0,4.368208362E0
6.450859542E0,1.934589890E0,1.828835101E0,-3.778743235E0,4.622356142E0
6.460885542E0,1.982419530E0,1.822730316E0,-4.117727376E0,4.920163792E0
6.470911542E0,1.897795701E0,1.605225003E0,-4.493248429E0,5.134944720E0
6.480937542E0,1.764045321E0,1.277688833E0,-4.695988938E0,5.176548730E0
6.490962542E0,2.020174416E0,9.943546166E-1,-4.523190851E0,5.052633101E0
6.500988542E0,2.668496146E0,7.293069823E-1,-3.991888279E0,4.856740922E0
6.511014542E0,3.320626752E0,4.803481811E-1,-3.006115547E0,4.504889243E0
6.521040542E0,3.736994115E0,2.976050042E-1,-1.662452288E0,4.100907383E0
6.531066542E0,4.086724854E0,8.250625938E-2,-2.411952520E-1,4.094667565E0
6.541091542E0,4.770893524E0,3.426007904E-2,9.492498529E-1,4.864532255E0
6.551117542E0,5.559345531E0,2.408198424E-1,1.937017654E0,5.892058581E0
6.561143542E0,5.686159945E0,6.200875720E-1,2.798579153E0,6.367807220E0
6.571169542E0,4.438169997E0,9.073794765E-1,3.479152955E0,5.711846962E0
6.581195542E0,2.407350140E0,1.143373539E0,3.652412971E0,4.521366857E0
6.591220542E0,8.357302541E-1,1.064179362E0,3.452996605E0,3.708653169E0
6.601246542E0,-6.568323523E-1,8.059813019E-1,3.043628359E0,3.216319043E0
6.611272542E0,-2.139188059E0,4.287570280E-1,2.481325019E0,3.304078085E0
6.621298542E0,-2.855593014E0,-1.061320804E-2,2.193585291E0,3.600880521E0
6.631323542E0,-2.500466464E0,-3.350421678E-1,2.398014475E0,3.480669363E0
6.641349542E0,-1.427784812E0,-6.229687145E-1,2.823307613E0,3.224550413E0
6.651375542E0,-1.999969947E-1,-7.827685136E-1,3.385201648E0,3.480275210E0
6.661401542E0,7.361989492E-1,-7.191024946E-1,3.872067136E0,4.006494876E0
6.671427542E0,1.242004738E0,-4.500803617E-1,4.192192837E0,4.395409979E0
6.681452542E0,1.099542006E0,-5.518594824E-2,4.037653851E0,4.185055165E0
6.691478542E0,-1.254876798E-1,1.023723938E-1,3.509699979E0,3.513434389E0
6.701504542E0,-1.665351337E0,1.986789592E-1,3.127914219E0,3.549185226E0
6.711530542E0,-2.793977979E0,4.225097166E-1,2.998533463E0,4.120197851E0
6.721554958E0,-3.596656846E0,7.013331717E-1,2.748308886E0,4.580503293E0
6.731580958E0,-4.091206160E0,9.515590645E-1,2.334531255E0,4.805566426E0
6.741606958E0,-4.377589919E0,1.131581240E0,2.067065724E0,4.971572217E0
6.751632958E0,-4.387626665E0,1.316331181E0,1.970854906E0,4.986809059E0
6.761658958E0,-4.101448728E0,1.464617886E0,1.896121789E0,4.749975269E0
6.771683958E0,-3.455749474E0,1.699266357E0,1.695116588E0,4.207508863E0
6.781709958E0,-2.679476048E0,1.794893623E0,1.471898400E0,3.545098011E0
6.791735958E0,-2.116086879E0,1.653334578E0,1.148226508E0,2.920575803E0
6.801761958E0,-1.739288794E0,1.368891072E0,7.153407615E-1,2.326091288E0
6.811786958E0,-1.506874836E0,1.070481491E0,4.485502915E-1,1.902051460E0
6.821812958E0,-1.310354596E0,8.317797290E-1,2.031718867E-1,1.565300450E0
6.831838958E0,-1.014570853E0,6.603634858E-1,-5.694033220E-2,1.211889496E0
6.841864958E0,-7.625704765E-1,5.492463617E-1,-1.877353835E-1,9.583474692E-1
6.851890958E0,-7.266919613E-1,3.428367256E-1,-3.052644912E-1,8.595374550E-1
6.861915958E0,-8.130272698E-1,1.092024533E-1,-4.346948755E-1,9.283847005E-1
6.871941958E0,-9.268930238E-1,-1.172388665E-1,-5.481874309E-1,1.083229010E0
6.881967958E0,-1.041778532E0,-3.211258677E-1,-6.740174653E-1,1.281687901E0
6.891993958E0,-1.061668421E0,-4.278387228E-1,-8.173642959E-1,1.406509936E0
6.902018958E0,-9.258218139E-1,-4.200651419E-1,-9.668646631E-1,1.403006782E0
6.912044958E0,-6.470850438E-1,-3.529350132E-1,-1.035638371E0,1.271152632E0
6.922070958E0,-2.649005038E-1,-2.531841454E-1,-1.022942896E0,1.086594063E0
6.932096958E0,1.350782830E-1,-1.607287024E-1,-1.039512151E0,1.060502415E0
6.942121958E0,5.017367113E-1,-1.113833917E-1,-1.066336180E0,1.183730897E0
6.952147958E0,7.590416819E-1,-1.466241219E-1,-1.116515815E0,1.358031838E0
6.962173958E0,8.474322867E-1,-4.461359762E-1,-1.203681502E0,1.538189828E0
6.972199958E0,8.081091768E-1,-8.646824500E-1,-1.289310467E0,1.750153610E0
6.982225958E0,1.091452383E0,-1.201169465E0,-1.283713512E0,2.069298618E0
6.992250958E0,2.004292209E0,-1.338575890E0,-1.278649823E0,2.728354457E0
7.002276958E0,2.507256251E0,-1.526070076E0,-1.372267254E0,3.240114381E0
7.012302958E0,2.342140236E0,-1.787383313E0,-1.592200330E0,3.348949370E0
7.022328958E0,1.858541003E0,-1.905132203E0,-1.965235147E0,3.308451686E0
7.032353958E0,1.713554029E0,-1.836043841E0,-2.493584291E0,3.539108223E0
7.042379958E0,2.211116413E0,-1.601309269E0,-3.219412619E0,4.221118901E0
7.052405958E0,3.315423900E0,-9.832080694E-1,-3.620226388E0,5.006473094E0
7.062431958E0,4.356435862E0,-1.072854437E-1,-4.007650033E0,5.920414038E0
7.072457958E0,4.707581627E0,1.691683542E-1,-4.447391056E0,6.478366300E0
7.082482958E0,4.147573904E0,-5.878664171E-1,-4.150602762E0,5.897072112E0
7.092508958E0,2.802122566E0,-1.628469586E0,-3.409302117E0,4.703949935E0
7.102534958E0,1.530062554E0,-2.001545626E0,-2.393047996E0,3.474759708E0
7.112560958E0,6.899813873E-1,-1.989214433E0,-1.339757612E0,2.495595887E0
7.122585958E0,3.664555299E-1,-1.936061342E0,-3.687863032E-1,2.004651220E0
7.132611958E0,3.033237273E-1,-1.893490981E0,5.019225796E-1,1.982230979E0
7.142637958E0,2.073410976E-1,-1.808520997E0,1.245144693E0,2.205475875E0
7.152663958E0,7.535891533E-3,-1.600173009E0,1.998961887E0,2.560558352E0
7.162689958E0,3.394893408E-2,-1.318602824E0,2.617093273E0,2.930706935E0
7.172714958E0,3.865395463E-1,-9.437663341E-1,3.022194221E0,3.189634089E0
7.182740958E0,6.920279127E-1,-6.192582907E-1,3.307193359E0,3.435099908E0
7.192766958E0,7.733363700E-1,-4.258671147E-1,3.528213433E0,3.636990785E0
7.202792958E0,6.742734271E-1,-2.573191501E-1,3.721256919E0,3.790595053E0
7.212817958E0,4.973512995E-1,-4.261816218E-3,3.861252710E0,3.893154116E0
7.222843958E0,1.907057691E-1,3.575626458E-1,4.121940880E0,4.141813172E0
7.232869958E0,-2.674791259E-1,7.014648803E-1,4.834445157E0,4.892387764E0
7.242895958E0,-9.730983067E-1,9.073897822E-1,4.677352692E0,4.862911138E0
7.252920958E0,-1.600303987E0,1.134467645E0,4.274564903E0,4.703179222E0
7.262946958E0,-1.866280378E0,1.318566133E0,3.901069325E0,4.521057507E0
7.272972958E0,-2.229625774E0,1.285183940E0,3.678265266E0,4.489160748E0
7.282998958E0,-2.541328561E0,1.200352024E0,3.629564391E0,4.590526496E0
7.293024958E0,-2.721597050E0,1.161967319E0,3.649023340E0,4.698151753E0
7.303049958E0,-2.913437179E0,1.079543213E0,3.377075188E0,4.588917799E0
7.313075958E0,-3.251228489E0,8.095151398E-1,2.779076350E0,4.353052585E0
7.323101958E0,-3.561202254E0,6.723412878E-1,2.030484227E0,4.154163032E0
7.333127958E0,-3.744179174E0,6.113777789E-1,1.397538920E0,4.042990911E0
7.343152958E0,-3.716026000E0,5.364806839E-1,1.023497213E0,3.891555897E0
7.353178958E0,-3.363728333E0,5.696806262E-1,8.281253654E-1,3.510697357E0
7.363204958E0,-2.893761299E0,4.970245498E-1,6.057037139E-1,2.997960114E0
7.373230958E0,-2.662257752E0,-1.131695699E-2,3.382526547E-1,2.683683899E0
7.383255958E0,-2.307013673E0,-5.378606999E-1,2.305463576E-1,2.380075176E0
7.393281958E0,-1.716612123E0,-8.402552681E-1,9.498991862E-2,1.913585425E0
7.403307958E0,-1.171198465E0,-1.016969820E0,-1.371670546E-1,1.557160319E0
7.413333958E0,-7.875351638E-1,-9.590027893E-1,-4.917936672E-1,1.334825455E0
7.423359958E0,-7.528167361E-1,-9.955811432E-1,-1.225567630E0,1.749265808E0
7.433384958E0,-5.723149431E-1,-9.206957792E-1,-2.191489064E0,2.444964096E0
7.443410958E0,-2.336950833E-1,-8.142743348E-1,-2.751110871E0,2.878587694E0
7.453436958E0,8.630139470E-2,-7.373447842E-1,-2.833950130E0,2.929573109E0
7.463462958E0,4.230431288E-1,-5.302368809E-1,-3.118690821E0,3.191606034E0
7.473487958E0,4.101675600E-1,-2.414177933E-1,-3.302517926E0,3.336636724E0
7.483513958E0,1.384568042E-1,-8.216459013E-2,-3.229222493E0,3.233233554E0
7.493539958E0,-1.310746944E-1,-3.175356955E-2,-3.183408973E0,3.186264514E0
7.503565958E0,-1.527596784E-1,1.305597191E-1,-2.726750786E0,2.734145426E0
7.513591958E0,-1.337030178E-1,3.129279251E-1,-2.356155428E0,2.380602609E0
7.523616958E0,-6.908719182E-2,4.556509675E-1,-2.822534026E0,2.859910693E0
7.533642958E0,-1.190779620E-1,7.419588221E-1,-3.234473877E0,3.320617972E0
7.543668958E0,1.061234558E-1,1.118161587E0,-3.805524652E0,3.967816200E0
7.553694958E0,8.167958003E-1,1.531606366E0,-3.610654496E0,4.006220080E0
7.563719958E0,1.996669194E0,1.882944650E0,-2.779416658E0,3.906062645E0
7.573745958E0,2.919087344E0,2.237958641E0,-1.948714424E0,4.162573448E0
7.583771958E0,3.122323696E0,2.456809690E0,-1.652122597E0,4.302827930E0
7.593797958E0,2.246380386E0,2.110928027E0,-1.920517981E0,3.631890870E0
7.603823958E0,1.156966342E0,1.501504461E0,-2.432307225E0,3.083699921E0
7.613848958E0,8.842551273E-1,9.373085229E-1,-2.706907675E0,2.997966571E0
7.623874958E0,1.709070969E-1,2.461422705E-1,-2.419633970E0,2.438118907E0
7.633900958E0,-1.383381057E-1,-2.597839342E-1,-2.323469492E0,2.342036636E0
7.643926958E0,8.551342392E-1,-4.979993172E-1,-2.201932776E0,2.414076601E0
7.653951958E0,1.732566251E0,-8.397795971E-1,-1.697319235E0,2.566692067E0
7.663977958E0,2.902304081E0,-1.293546043E0,-1.254156421E0,3.416070648E0
7.674003958E0,3.792928580E0,-1.768193189E0,-1.098291872E0,4.326552831E0
7.684029958E0,3.882126101E0,-2.011260482E0,-1.031471061E0,4.492215972E0
7.694054958E0,3.313811823E0,-2.036269170E0,-6.728461218E-1,3.947209499E0
7.704080958E0,2.860222254E0,-1.523104953E0,2.359737432E-1,3.249061964E0
7.714106958E0,2.280878373E0,-5.355876314E-1,1.292804178E0,2.675930288E0
7.724133208E0,1.324621217E0,3.498267430E-1,1.885664483E0,2.330821885E0
7.734159208E0,5.521011186E-1,8.350752197E-1,1.892333232E0,2.140815576E0
7.744184208E0,-4.222274423E-2,9.071953623E-1,1.763376399E0,1.983502587E0
7.754210208E0,-7.480109096E-1,6.866519827E-1,1.659215854E0,1.945252815E0
7.764236208E0,-1.323999074E0,2.655347622E-1,1.617915215E0,2.107399322E0
7.774262208E0,-1.478093671E0,-2.278236382E-1,1.612474381E0,2.199258544E0
7.784287208E0,-1.285044338E0,-8.302260507E-1,1.635159239E0,2.239276665E0
7.794313208E0,-9.063371372E-1,-1.468313326E0,1.701553203E0,2.423360133E0
7.804339208E0,-3.872254246E-1,-1.993324733E0,1.815982044E0,2.724165525E0
7.814365208E0,3.044352829E-1,-2.309122910E0,2.004260634E0,3.072749607E0
7.824390208E0,6.444818634E-1,-2.592294062E0,2.275476131E0,3.509007979E0
7.834416208E0,4.858650291E-1,-2.801976093E0,2.460978463E0,3.760791120E0
7.844442208E0,-8.779535830E-2,-2.898208691E0,2.426212673E0,3.780718129E0
7.854468208E0,-1.015697027E0,-2.922331379E0,2.169763150E0,3.778826969E0
7.864494208E0,-1.865520825E0,-2.768312210E0,1.833247703E0,3.808479694E0
7.874519208E0,-2.293563323E0,-2.541422117E0,1.494488094E0,3.735338506E0
7.884545208E0,-2.469468035E0,-2.271168779E0,1.168202936E0,3.552629744E0
7.894571208E0,-2.390600206E0,-1.896081005E0,1.287008418E0,3.311568086E0
7.904597208E0,-2.699109828E0,-1.365655953E0,1.354798843E0,3.314466768E0
7.914622208E0,-3.272442772E0,-9.823504291E-1,1.158084183E0,3.607638152E0
7.924648208E0,-3.643058596E0,-7.249880096E-1,1.003914449E0,3.847769193E0
7.934674208E0,-3.514926805E0,-3.454205371E-1,5.702317263E-1,3.577595563E0
7.944700208E0,-3.177796231E0,3.858599536E-2,1.078249955E-1,3.179859115E0
7.954725208E0,-2.827548598E0,2.514545390E-1,-6.251404434E-3,2.838714417E0
7.964751208E0,-2.509189340E0,4.828898927E-1,1.465429187E-2,2.555274651E0
7.974777208E0,-2.380680404E0,7.060164260E-1,-6.354593173E-2,2.483975939E0
