"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.051793292E0,-8.035536110E-2,-1.242936784E-1,-3.075425299E-1,3.413038386E-1
2.061749042E0,-8.071474560E-2,-4.525534415E-1,-3.922692329E-1,6.043133613E-1
2.071703042E0,-2.219834758E-1,-4.787612468E-1,-9.844313800E-2,5.368240367E-1
2.081658042E0,-6.217511049E-1,-5.762857872E-1,1.860279965E-1,8.679205957E-1
2.091613042E0,-9.571784580E-1,-4.072737730E-1,6.280669749E-1,1.215125776E0
2.101568042E0,-1.275841113E0,1.719350374E-1,1.225493370E0,1.777404344E0
2.111523042E0,-1.488437688E0,9.838174224E-1,2.479825208E0,3.054975701E0
2.121478042E0,-1.690362217E0,2.344070987E0,3.524153126E0,4.557592399E0
2.131433042E0,-1.911038329E0,4.048595161E0,4.344048536E0,6.238104516E0
2.141388042E0,-2.581420580E0,4.514402486E0,5.623094215E0,7.659161219E0
2.151343042E0,-1.419471826E0,4.356566255E0,5.214170358E0,6.941335774E0
2.161298042E0,-7.493752111E-1,3.245054998E0,4.877885292E0,5.906412623E0
2.171253042E0,-5.956775663E-1,2.085160371E0,4.453378605E0,4.953312683E0
2.181208042E0,-1.283134199E-1,8.750440085E-1,4.546156375E0,4.631382530E0
2.191163042E0,-2.583162466E-1,-7.104899114E-1,4.276906128E0,4.343207251E0
2.201118042E0,-5.986461611E-1,-2.567749790E0,3.420527601E0,4.318764323E0
2.211073042E0,-3.957732134E-1,-4.195502946E0,2.630048364E0,4.967497942E0
2.221027042E0,-7.847589789E-1,-4.643545260E0,1.988574893E0,5.112023997E0
2.230982042E0,-1.517818485E0,-3.711319576E0,1.936745174E0,4.452936988E0
2.240937042E0,-2.202140644E0,-2.264205623E0,2.157421432E0,3.824985981E0
2.250892042E0,-2.641571180E0,-9.945996881E-1,2.685465935E0,3.896004893E0
2.260847042E0,-2.928246422E0,-1.853333473E-2,3.305663728E0,4.416150278E0
2.270802042E0,-2.955302366E0,3.778283644E-1,3.393978903E0,4.516155350E0
2.280757042E0,-2.374847807E0,2.541673547E-1,2.933670884E0,3.782978721E0
2.290712042E0,-1.264930062E0,-1.675613201E-1,1.941042877E0,2.322880176E0
2.300667042E0,4.989745597E-1,-6.702253997E-1,1.355077025E0,1.591983493E0
2.310622042E0,1.744955916E0,-1.102338730E0,1.669033914E0,2.654373001E0
2.320577042E0,2.524352340E0,-1.577684033E0,1.323577928E0,3.257806037E0
2.330532042E0,3.556234168E0,-2.561055313E0,-2.455742866E-1,4.389317999E0
2.340487042E0,4.774410917E0,-4.112309931E0,-5.507194946E-1,6.325297189E0
